2026-01-02 11:39:23.284,1
2026-01-02 11:39:23.767,1
2026-01-02 11:39:24.167,1
2026-01-02 11:39:24.652,1
2026-01-02 11:39:25.104,1
2026-01-02 11:39:25.548,1
2026-01-02 11:39:25.999,1
2026-01-02 11:39:26.457,1
2026-01-02 11:39:26.904,1
2026-01-02 11:39:27.361,1
2026-01-02 11:39:27.810,1
2026-01-02 11:39:28.254,1
2026-01-02 11:39:28.804,1
2026-01-02 11:39:29.314,1
2026-01-02 11:39:29.677,1
2026-01-02 11:39:30.032,1
2026-01-02 11:39:30.355,1
2026-01-02 11:39:30.695,1
2026-01-02 11:39:31.096,1
2026-01-02 11:39:31.480,1
2026-01-02 11:39:31.856,1
2026-01-02 11:39:32.379,1
2026-01-02 11:39:32.738,1
2026-01-02 11:39:33.136,1
2026-01-02 11:39:33.429,1
2026-01-02 11:39:33.703,1
2026-01-02 11:39:33.979,1
2026-01-02 11:39:34.283,1
2026-01-02 11:39:34.583,1
2026-01-02 11:39:34.876,1
2026-01-02 11:39:35.212,1
2026-01-02 11:39:35.489,1
2026-01-02 11:39:35.856,1
2026-01-02 11:39:36.207,1
2026-01-02 11:39:36.591,1
2026-01-02 11:39:37.006,1
2026-01-02 11:39:37.429,1
2026-01-02 11:39:37.828,1
2026-01-02 11:39:38.256,1
2026-01-02 11:39:38.645,1
2026-01-02 11:39:38.951,1
2026-01-02 11:39:39.298,1
2026-01-02 11:39:39.709,1
2026-01-02 11:39:40.020,1
2026-01-02 11:39:40.348,2
2026-01-02 11:39:40.687,2
2026-01-02 11:39:41.098,2
2026-01-02 11:39:41.531,2
2026-01-02 11:39:41.969,2
2026-01-02 11:39:42.387,2
2026-01-02 11:39:42.826,2
2026-01-02 11:39:43.172,2
2026-01-02 11:39:43.527,2
2026-01-02 11:39:43.901,2
2026-01-02 11:39:44.286,2
2026-01-02 11:39:44.690,2
2026-01-02 11:39:45.108,2
2026-01-02 11:39:45.495,2
2026-01-02 11:39:45.885,2
2026-01-02 11:39:46.301,2
2026-01-02 11:39:46.730,2
2026-01-02 11:39:47.144,2
2026-01-02 11:39:47.534,2
2026-01-02 11:39:47.925,2
2026-01-02 11:39:48.303,2
2026-01-02 11:39:48.722,2
2026-01-02 11:39:49.156,2
2026-01-02 11:39:49.592,2
2026-01-02 11:39:49.994,2
2026-01-02 11:39:50.419,2
2026-01-02 11:39:50.856,1
2026-01-02 11:39:51.258,1
2026-01-02 11:39:51.678,1
2026-01-02 11:39:52.088,1
2026-01-02 11:39:52.364,1
2026-01-02 11:39:52.750,1
2026-01-02 11:39:53.172,1
2026-01-02 11:39:53.509,1
2026-01-02 11:39:53.919,1
2026-01-02 11:39:54.356,1
2026-01-02 11:39:54.762,1
2026-01-02 11:39:55.187,1
2026-01-02 11:39:55.596,1
2026-01-02 11:39:56.023,1
2026-01-02 11:39:56.436,1
2026-01-02 11:39:56.838,1
2026-01-02 11:39:57.218,1
2026-01-02 11:39:57.627,1
2026-01-02 11:39:58.051,1
2026-01-02 11:39:58.483,1
2026-01-02 11:39:58.923,1
2026-01-02 11:39:59.257,1
2026-01-02 11:39:59.573,1
2026-01-02 11:39:59.841,1
2026-01-02 11:40:00.107,1
2026-01-02 11:40:00.363,1
2026-01-02 11:40:00.611,1
2026-01-02 11:40:00.867,1
2026-01-02 11:40:01.127,1
2026-01-02 11:40:01.463,1
2026-01-02 11:40:01.859,1
2026-01-02 11:40:02.277,1
2026-01-02 11:40:02.700,1
2026-01-02 11:40:03.137,1
2026-01-02 11:40:03.571,1
2026-01-02 11:40:03.915,1
2026-01-02 11:40:04.249,1
2026-01-02 11:40:04.667,1
2026-01-02 11:40:05.117,1
2026-01-02 11:40:05.539,1
2026-01-02 11:40:05.942,1
2026-01-02 11:40:06.350,1
2026-01-02 11:40:06.798,1
2026-01-02 11:40:07.236,1
2026-01-02 11:40:07.635,1
2026-01-02 11:40:07.936,1
2026-01-02 11:40:08.202,1
2026-01-02 11:40:08.459,1
2026-01-02 11:40:08.704,1
2026-01-02 11:40:08.968,1
2026-01-02 11:40:09.254,1
2026-01-02 11:40:09.522,1
2026-01-02 11:40:09.792,1
2026-01-02 11:40:10.070,1
2026-01-02 11:40:10.359,1
2026-01-02 11:40:10.620,1
2026-01-02 11:40:10.928,1
2026-01-02 11:40:11.346,1
2026-01-02 11:40:11.757,1
2026-01-02 11:40:12.137,1
2026-01-02 11:40:12.428,1
2026-01-02 11:40:12.704,1
2026-01-02 11:40:12.989,1
2026-01-02 11:40:13.237,1
2026-01-02 11:40:13.608,1
2026-01-02 11:40:14.025,1
2026-01-02 11:40:14.436,1
2026-01-02 11:40:14.848,1
2026-01-02 11:40:15.237,1
2026-01-02 11:40:15.625,1
2026-01-02 11:40:16.074,1
2026-01-02 11:40:16.499,1
2026-01-02 11:40:16.917,1
2026-01-02 11:40:17.320,1
2026-01-02 11:40:17.745,1
2026-01-02 11:40:18.173,1
2026-01-02 11:40:18.594,1
2026-01-02 11:40:19.026,1
2026-01-02 11:40:19.440,1
2026-01-02 11:40:19.887,1
