timestamp_camera,people_count,timestamp_radar,total_energy,mean_energy,max_energy,active_cells,var_range,var_doppler,var_range_norm,var_doppler_norm,entropy,top1,top2,top3,top4,top5,peak_ratio_12,number_of_range_peaks,distance_between_top2_range_peaks,std_range_sum,std_doppler_sum,width_range,width_doppler,doppler_width_rel,energy_top5_ratio,doppler_pos_frac,time_diff_ms
2025-12-29 14:25:19.918,0,2025-12-29 14:25:20,163969.81562881565,512.4056738400488,75800.5982905983,153.0,668434253.3890591,651456129.2504838,0.024861703352879,0.0242302200264613,1.823607088793428,75800.5982905983,29508.40293040293,16087.431013431013,12491.258852258852,9750.015873015873,2.568780102039927,1.0,0.0,25854.095485803773,25523.638636575382,15.0,19.0,1.0,0.8760009054646004,0.7867086886557941,82.0
2025-12-29 14:25:20.100,0,2025-12-29 14:25:20,163969.81562881565,512.4056738400488,75800.5982905983,153.0,668434253.3890591,651456129.2504838,0.024861703352879,0.0242302200264613,1.823607088793428,75800.5982905983,29508.40293040293,16087.431013431013,12491.258852258852,9750.015873015873,2.568780102039927,1.0,0.0,25854.095485803773,25523.638636575382,15.0,19.0,1.0,0.8760009054646004,0.7867086886557941,100.0
2025-12-29 14:25:21.021,0,2025-12-29 14:25:21,18018.35531135531,56.30736034798535,4242.700854700855,136.0,5337736.879230633,3295016.191996892,0.0164409484746028,0.0101490936442358,2.9756141477286384,4242.700854700855,3124.258852258852,1515.990231990232,1063.3345543345542,715.2222222222222,1.35798634342734,0.0,0.0,2310.354275696832,1815.217946142251,15.0,19.0,1.0,0.5917025461689702,0.4172792051084834,21.0
2025-12-29 14:25:21.959,0,2025-12-29 14:25:22,125855.5225885226,393.2985080891331,28139.43101343101,143.0,206054209.4465677,264626879.09880805,0.0130087910034157,0.0167066509989219,2.51245149950042,28139.43101343101,25975.25885225885,14480.853479853478,11357.700854700855,11269.598290598293,1.083316673511528,1.0,0.0,14354.58844573984,16267.356241836227,15.0,19.0,1.0,0.7248219276724918,0.375579017563142,41.0
2025-12-29 14:25:22.143,1,2025-12-29 14:25:22,125855.5225885226,393.2985080891331,28139.43101343101,143.0,206054209.4465677,264626879.09880805,0.0130087910034157,0.0167066509989219,2.51245149950042,28139.43101343101,25975.25885225885,14480.853479853478,11357.700854700855,11269.598290598293,1.083316673511528,1.0,0.0,14354.58844573984,16267.356241836227,15.0,19.0,1.0,0.7248219276724918,0.375579017563142,143.0
2025-12-29 14:25:22.884,1,2025-12-29 14:25:23,157690.99511599512,492.7843597374848,33316.258852258856,115.0,340431192.7188461,340242099.12630624,0.0136903817606073,0.0136827773943631,2.885687808866156,33316.258852258856,31591.43101343101,13785.402930402932,10481.196581196582,7284.598290598291,1.054597964811834,2.0,4.0,18450.77756407155,18445.652580657217,14.0,19.0,1.0,0.6116955987051345,0.3565902310065663,116.0
2025-12-29 14:25:23.058,1,2025-12-29 14:25:23,157690.99511599512,492.7843597374848,33316.258852258856,115.0,340431192.7188461,340242099.12630624,0.0136903817606073,0.0136827773943631,2.885687808866156,33316.258852258856,31591.43101343101,13785.402930402932,10481.196581196582,7284.598290598291,1.054597964811834,2.0,4.0,18450.77756407155,18445.652580657217,14.0,19.0,1.0,0.6116955987051345,0.3565902310065663,58.0
2025-12-29 14:25:23.967,1,2025-12-29 14:25:24,59111.07570207571,184.72211156898652,8457.442002442003,118.0,37309200.952624924,19723735.360081825,0.0106777124827835,0.0056448374632544,3.379180132893658,8457.442002442003,6946.455433455433,4185.333333333333,3809.234432234433,3695.603174603176,1.2175190762339243,2.0,4.0,6108.125813424681,4441.141222713124,15.0,19.0,1.0,0.4583585741633948,0.923589807983634,33.0
2025-12-29 14:25:24.137,1,2025-12-29 14:25:24,59111.07570207571,184.72211156898652,8457.442002442003,118.0,37309200.952624924,19723735.360081825,0.0106777124827835,0.0056448374632544,3.379180132893658,8457.442002442003,6946.455433455433,4185.333333333333,3809.234432234433,3695.603174603176,1.2175190762339243,2.0,4.0,6108.125813424681,4441.141222713124,15.0,19.0,1.0,0.4583585741633948,0.923589807983634,137.0
2025-12-29 14:25:24.861,1,2025-12-29 14:25:25,64072.71306471307,200.22722832722835,11888.442002442003,104.0,45023644.96725679,30910957.69594019,0.0109671661572668,0.0075295016513692,3.203018372897751,11888.442002442003,7927.442002442002,7315.796092796093,4919.603174603175,4409.333333333333,1.4996567617622858,2.0,4.0,6709.966092854478,5559.762377650703,14.0,19.0,1.0,0.5690506123689664,0.9015950132358636,139.0
